id,host_id,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365
579851,2851886,Westerpark,Private room,129,2,360,2018-11-20,4.8,52
580978,2859023,De Baarsjes - Oud-West,Entire home/apt,97,7,6,2016-01-03,0.09,0
581342,1544456,De Pijp - Rivierenbuurt,Entire home/apt,250,2,71,2018-09-01,0.95,0
581869,2865047,De Pijp - Rivierenbuurt,Entire home/apt,140,2,15,2018-11-25,0.19,0
582028,2865851,Slotervaart,Private room,89,3,9,2017-06-05,0.14,328
582030,405625,Bos en Lommer,Entire home/apt,138,3,19,2018-07-27,0.25,340
582121,2866447,Centrum-West,Entire home/apt,120,3,59,2018-09-03,0.85,0
582135,2866493,Oud-Noord,Entire home/apt,100,4,10,2017-09-09,0.55,0
582280,2867494,Geuzenveld - Slotermeer,Private room,32,1,241,2018-09-30,3.4,0
582382,2868026,Oud-Noord,Entire home/apt,150,4,17,2018-08-06,0.22,0
584258,2878977,Zuid,Entire home/apt,139,3,8,2018-05-29,0.18,361
584938,199266,Centrum-Oost,Entire home/apt,230,2,1,2017-08-20,0.06,0
584995,2882910,Westerpark,Entire home/apt,150,3,4,2017-05-28,0.05,339
585258,2049843,Oostelijk Havengebied - Indische Buurt,Private room,90,60,8,2016-12-10,0.14,348
588020,1759884,Centrum-Oost,Entire home/apt,300,3,103,2018-11-18,2.22,216
588059,1501059,Centrum-Oost,Entire home/apt,110,180,39,2015-10-11,0.51,154
588116,2901110,Oud-Oost,Entire home/apt,90,4,37,2018-10-28,0.57,6
588288,1759884,Centrum-West,Entire home/apt,250,7,41,2018-10-10,0.73,302
589194,2906309,Oud-Oost,Entire home/apt,85,5,25,2017-02-10,0.33,1
589237,2906532,Zuid,Entire home/apt,118,5,17,2018-08-01,0.22,0
590236,2912339,De Baarsjes - Oud-West,Entire home/apt,130,4,34,2018-09-04,0.46,288
590386,2913467,Watergraafsmeer,Entire home/apt,140,2,7,2017-07-29,0.09,0
590681,2914846,Zuid,Entire home/apt,150,2,8,2016-09-10,0.1,0
591951,2580855,Bijlmer-Oost,Entire home/apt,225,1,49,2018-11-25,0.64,358
593101,2408429,Centrum-Oost,Private room,65,3,244,2018-12-01,4.36,299
593483,2923773,De Baarsjes - Oud-West,Entire home/apt,90,2,210,2017-05-01,2.94,0
594474,2871004,Zuid,Entire home/apt,200,2,32,2016-01-02,0.42,0
600983,2974208,Centrum-Oost,Private room,90,2,178,2018-12-06,2.35,113
601498,2976221,Oud-Oost,Entire home/apt,150,1,17,2018-10-21,0.23,53
601882,2977834,Centrum-West,Entire home/apt,150,4,20,2015-09-02,0.26,0
606871,3007402,Westerpark,Private room,150,2,215,2018-08-27,3.05,329
608432,3015785,Centrum-West,Private room,80,2,467,2018-12-03,6.08,77
609202,3019841,Watergraafsmeer,Entire home/apt,139,3,28,2018-08-25,0.41,132
609250,2485229,De Baarsjes - Oud-West,Entire home/apt,232,2,34,2017-02-26,0.46,77
612698,3038971,Buitenveldert - Zuidas,Entire home/apt,140,4,3,2017-06-05,0.05,357
613088,3040748,Noord-Oost,Private room,78,1,310,2018-11-11,4.05,332
613110,3040855,IJburg - Zeeburgereiland,Private room,69,1,224,2018-11-18,2.93,172
619662,749611,Westerpark,Private room,69,1,195,2018-09-22,2.57,0
620056,2782084,Westerpark,Entire home/apt,125,3,29,2018-10-22,0.38,53
621108,3078096,Centrum-West,Entire home/apt,140,3,30,2018-10-03,0.47,15
623123,2695123,De Baarsjes - Oud-West,Entire home/apt,120,2,13,2018-08-26,0.17,1
623652,2980639,Oud-Oost,Entire home/apt,213,4,23,2018-08-08,0.35,14
623734,3093502,De Baarsjes - Oud-West,Entire home/apt,140,4,18,2018-08-23,0.23,0
624485,3098348,Westerpark,Entire home/apt,70,2,71,2017-09-17,0.93,0
626872,3111814,Westerpark,Entire home/apt,150,6,0,,,0
627188,3015785,Centrum-West,Private room,90,2,258,2018-11-30,3.35,79
627213,3113556,De Pijp - Rivierenbuurt,Entire home/apt,150,3,14,2018-06-21,0.18,0
628465,6522250,De Baarsjes - Oud-West,Entire home/apt,125,2,36,2018-01-22,0.47,0
629670,3103819,Centrum-West,Entire home/apt,225,5,39,2018-08-24,0.52,43
630636,2243649,Centrum-West,Private room,135,3,43,2018-10-18,0.57,330
631543,1587071,De Baarsjes - Oud-West,Entire home/apt,336,2,5,2018-04-29,0.07,30
632192,3129593,De Pijp - Rivierenbuurt,Entire home/apt,129,3,72,2018-11-25,0.94,5
632434,3146203,Centrum-West,Entire home/apt,125,5,21,2015-08-13,0.28,0
633585,898904,De Pijp - Rivierenbuurt,Entire home/apt,95,2,71,2018-09-05,0.92,7
634170,3078488,Westerpark,Entire home/apt,100,5,126,2018-10-08,1.66,119
635019,2922757,Bos en Lommer,Entire home/apt,120,5,61,2018-11-13,0.8,71
637742,3181829,Zuid,Entire home/apt,79,4,15,2016-08-23,0.23,0
638555,2531171,Oostelijk Havengebied - Indische Buurt,Entire home/apt,453,3,13,2018-08-08,0.19,25
639480,3192579,Bos en Lommer,Entire home/apt,105,2,1,2014-01-06,0.02,0
639981,3195385,De Baarsjes - Oud-West,Entire home/apt,105,5,22,2018-05-25,0.29,0
640062,3195444,Watergraafsmeer,Entire home/apt,99,4,38,2018-05-21,0.5,17
640623,2293300,Oud-Oost,Entire home/apt,90,2,46,2018-07-08,0.61,1
641875,3207136,Centrum-West,Entire home/apt,100,3,206,2018-09-23,2.81,0
642190,3209034,Centrum-Oost,Entire home/apt,139,2,107,2017-05-11,1.43,0
642247,3209315,De Baarsjes - Oud-West,Entire home/apt,120,4,32,2018-09-17,0.42,25
643845,3220306,Westerpark,Entire home/apt,99,5,17,2017-07-04,0.23,0
645568,3233074,Centrum-Oost,Private room,175,2,57,2018-12-06,1.19,130
645579,3233074,Centrum-Oost,Entire home/apt,250,7,27,2018-11-17,0.8,205
647027,3243732,Centrum-Oost,Entire home/apt,140,7,72,2018-11-17,0.95,9
647264,1909580,De Pijp - Rivierenbuurt,Private room,129,3,168,2017-01-06,2.69,0
650232,2841990,De Pijp - Rivierenbuurt,Entire home/apt,150,3,30,2018-04-16,0.39,323
650245,3265689,Centrum-West,Entire home/apt,135,2,41,2018-09-17,0.54,334
652660,2369370,De Baarsjes - Oud-West,Entire home/apt,115,6,8,2012-11-24,0.1,0
652767,3281176,Oostelijk Havengebied - Indische Buurt,Private room,40,2,18,2018-06-25,0.24,0
652888,3266011,Westerpark,Entire home/apt,100,1,98,2018-10-22,1.28,62
653459,1634910,Buitenveldert - Zuidas,Entire home/apt,170,4,7,2018-08-07,0.44,16
653596,3287406,De Baarsjes - Oud-West,Entire home/apt,140,3,29,2018-10-23,0.38,0
654931,3278419,Centrum-West,Private room,85,1,541,2018-12-06,7.13,164
655216,3278419,Centrum-West,Private room,85,1,438,2018-11-14,5.82,187
656268,3305102,Centrum-Oost,Entire home/apt,150,4,4,2016-08-10,0.11,0
658002,3317069,De Baarsjes - Oud-West,Private room,145,2,161,2018-11-28,2.39,309
658049,3317069,De Baarsjes - Oud-West,Private room,150,2,84,2018-11-19,1.23,259
658063,3317069,De Baarsjes - Oud-West,Private room,150,3,108,2018-11-15,1.5,239
660856,3336575,Watergraafsmeer,Entire home/apt,205,4,25,2018-08-12,0.35,18
662670,3340533,De Baarsjes - Oud-West,Entire home/apt,110,2,25,2018-08-26,0.78,0
663124,3348843,De Baarsjes - Oud-West,Entire home/apt,350,3,12,2018-07-15,0.2,244
663390,3350109,Watergraafsmeer,Entire home/apt,170,4,12,2017-06-17,0.18,0
663697,3351752,Centrum-Oost,Entire home/apt,325,7,21,2016-08-09,0.29,75
664697,1406783,Oud-Noord,Entire home/apt,87,30,64,2018-06-30,0.85,365
664832,3358777,Oostelijk Havengebied - Indische Buurt,Entire home/apt,125,3,16,2018-05-13,0.22,45
665134,3360600,Westerpark,Entire home/apt,250,2,17,2018-08-26,0.22,0
665250,3361425,De Pijp - Rivierenbuurt,Entire home/apt,139,14,0,,,0
666142,3367431,De Baarsjes - Oud-West,Entire home/apt,99,3,9,2018-07-31,0.14,0
667305,3375589,Noord-West,Entire home/apt,140,5,13,2018-05-12,0.2,351
667333,3375808,Centrum-West,Entire home/apt,147,3,29,2017-08-20,0.39,0
667928,2467597,Centrum-West,Entire home/apt,175,2,26,2018-04-30,0.34,0
669729,3080120,De Pijp - Rivierenbuurt,Entire home/apt,199,60,2,2014-07-05,0.04,66
670745,3399045,De Pijp - Rivierenbuurt,Entire home/apt,245,2,46,2018-12-01,0.62,284
670828,1609969,Centrum-West,Entire home/apt,180,3,24,2017-01-02,0.32,0
673453,3418459,De Pijp - Rivierenbuurt,Entire home/apt,125,60,21,2016-10-10,0.47,0
675673,3430839,Westerpark,Entire home/apt,100,2,12,2018-08-06,0.16,0
675886,3433441,De Baarsjes - Oud-West,Entire home/apt,69,2,4,2015-08-23,0.07,0
676922,3441165,Westerpark,Entire home/apt,214,3,15,2018-07-02,0.2,0
678067,2815079,De Baarsjes - Oud-West,Entire home/apt,149,5,49,2018-08-23,0.67,188
678393,3451776,Centrum-Oost,Entire home/apt,150,1,20,2018-08-13,0.26,65
679838,3460384,Centrum-Oost,Entire home/apt,295,3,39,2018-10-07,0.73,0
681038,3467586,De Baarsjes - Oud-West,Entire home/apt,90,2,13,2018-05-20,0.48,0
682748,3478967,De Baarsjes - Oud-West,Private room,250,2,11,2016-03-29,0.14,90
683431,2309485,De Pijp - Rivierenbuurt,Private room,80,1,292,2018-12-02,5.51,154
685990,3498674,Geuzenveld - Slotermeer,Private room,65,4,221,2018-11-18,2.92,351
686018,3499336,De Baarsjes - Oud-West,Entire home/apt,108,4,17,2017-10-16,0.23,0
687386,3508107,Oostelijk Havengebied - Indische Buurt,Entire home/apt,89,3,17,2018-09-19,0.23,0
689623,2272095,Centrum-Oost,Entire home/apt,114,28,78,2018-11-03,1.15,307
690757,3529778,Centrum-West,Private room,175,2,320,2018-12-05,4.26,343
691885,3536831,Westerpark,Entire home/apt,90,7,64,2018-04-25,0.89,0
692906,3539652,De Baarsjes - Oud-West,Entire home/apt,70,2,57,2018-09-02,0.75,3
693432,3281295,Centrum-West,Entire home/apt,240,7,110,2018-11-18,1.48,176
693475,3547465,Oostelijk Havengebied - Indische Buurt,Private room,337,3,66,2018-11-26,0.91,0
693675,3548522,De Baarsjes - Oud-West,Entire home/apt,95,1,11,2018-09-02,0.18,97
694850,3556421,Centrum-West,Private room,85,1,576,2018-12-04,7.65,75
696113,3564543,IJburg - Zeeburgereiland,Entire home/apt,120,5,21,2018-01-01,0.28,143
697945,3498202,Centrum-Oost,Entire home/apt,175,3,82,2018-11-04,1.09,21
698672,2302855,De Baarsjes - Oud-West,Entire home/apt,129,5,46,2018-10-08,0.61,0
699991,3557630,Westerpark,Entire home/apt,95,2,50,2018-07-19,0.67,88
700797,3595270,De Baarsjes - Oud-West,Entire home/apt,150,7,143,2018-11-24,1.89,181
700901,3596051,Centrum-Oost,Entire home/apt,250,3,2,2017-08-27,0.13,0
700993,3586216,De Pijp - Rivierenbuurt,Entire home/apt,139,3,23,2018-06-30,0.31,0
701812,3601944,Zuid,Entire home/apt,200,7,12,2018-09-25,0.16,0
702120,3505991,Westerpark,Entire home/apt,119,5,23,2017-09-05,0.31,0
702124,3603862,De Pijp - Rivierenbuurt,Entire home/apt,80,2,11,2014-07-01,0.15,0
702628,3606809,Centrum-West,Entire home/apt,250,2,19,2015-10-14,0.25,0
702894,3607736,Bos en Lommer,Entire home/apt,240,4,76,2018-11-18,1.01,52
703451,3612534,Centrum-West,Private room,98,2,150,2018-11-26,2.16,11
705423,3397629,Centrum-Oost,Entire home/apt,219,1,118,2018-09-15,1.58,353
705509,3601944,Zuid,Entire home/apt,97,3,195,2018-12-02,2.77,169
705935,3517912,Centrum-West,Entire home/apt,275,4,24,2018-08-12,0.32,0
708528,3644216,De Pijp - Rivierenbuurt,Private room,110,2,126,2018-11-26,3.58,11
709056,1617692,Bos en Lommer,Entire home/apt,119,2,7,2018-04-29,0.1,0
713557,3672783,De Baarsjes - Oud-West,Entire home/apt,121,3,5,2018-08-13,0.09,0
713715,3673389,Centrum-West,Entire home/apt,149,2,6,2017-10-15,0.08,0
714243,3678493,De Baarsjes - Oud-West,Entire home/apt,99,1,59,2017-10-05,0.83,0
714778,3681236,De Baarsjes - Oud-West,Entire home/apt,90,6,5,2018-09-23,0.12,64
714884,3681248,Centrum-Oost,Entire home/apt,130,3,24,2017-05-31,0.82,0
715799,2411384,Centrum-Oost,Entire home/apt,170,2,43,2018-11-12,0.83,264
716065,675326,De Pijp - Rivierenbuurt,Entire home/apt,175,4,10,2018-11-16,0.14,97
716781,1725014,Zuid,Entire home/apt,110,6,12,2017-08-14,0.31,0
719623,3713242,Centrum-West,Entire home/apt,156,4,84,2018-07-18,1.15,15
721291,3723928,Westerpark,Private room,69,2,143,2018-11-12,1.92,276
721897,3727363,Westerpark,Entire home/apt,149,10,0,,,0
723094,3734697,Oostelijk Havengebied - Indische Buurt,Entire home/apt,145,2,7,2018-09-15,0.11,339
724346,3744541,De Pijp - Rivierenbuurt,Entire home/apt,99,3,20,2018-01-25,0.27,7
725923,3755342,De Baarsjes - Oud-West,Private room,82,1,373,2018-11-21,5.0,24
728144,3775786,Centrum-Oost,Entire home/apt,300,3,93,2018-10-02,1.26,7
728145,1902079,De Pijp - Rivierenbuurt,Entire home/apt,150,1,44,2018-12-02,0.59,355
728527,3766012,Oostelijk Havengebied - Indische Buurt,Entire home/apt,85,2,87,2018-07-09,1.24,0
728713,3781782,Centrum-Oost,Entire home/apt,85,1,3,2015-01-03,0.04,0
729260,3788198,Centrum-West,Entire home/apt,145,3,96,2018-09-30,1.29,277
729317,3788673,Centrum-Oost,Private room,125,3,58,2018-09-18,2.86,5
729395,3788898,Centrum-West,Private room,125,2,126,2018-11-25,2.76,248
730916,3267693,Westerpark,Private room,70,3,281,2018-11-04,3.82,292
730965,2460974,Oud-Oost,Entire home/apt,99,2,28,2016-08-16,0.4,0
731834,965667,De Baarsjes - Oud-West,Entire home/apt,275,7,168,2018-10-27,2.26,264
732509,2028878,Centrum-West,Entire home/apt,160,7,16,2017-10-18,0.22,188
733654,3823268,Centrum-Oost,Entire home/apt,150,5,10,2017-08-06,0.14,0
734886,232321,Bos en Lommer,Entire home/apt,130,14,69,2016-11-06,1.55,0
735973,3840119,De Baarsjes - Oud-West,Private room,89,2,138,2018-03-12,2.17,0
737954,2646706,De Baarsjes - Oud-West,Private room,70,1,221,2018-07-12,3.23,5
740374,2200247,Zuid,Entire home/apt,139,2,50,2018-10-28,0.69,355
740616,3846003,Centrum-Oost,Private room,99,3,58,2018-11-26,0.78,14
740995,3846003,Centrum-Oost,Entire home/apt,119,3,147,2018-07-29,2.0,0
741043,3877342,Westerpark,Entire home/apt,299,1,19,2018-10-19,0.27,235
741398,3880042,Centrum-West,Entire home/apt,175,3,41,2018-11-21,0.55,106
742160,1582128,Centrum-Oost,Entire home/apt,300,2,76,2018-11-25,1.06,115
742634,3888452,Centrum-Oost,Entire home/apt,150,30,39,2015-09-19,0.52,364
743992,3898249,Bos en Lommer,Entire home/apt,125,3,10,2017-08-31,0.23,364
744158,3899684,Centrum-Oost,Entire home/apt,260,7,11,2018-10-31,0.16,240
744386,3899684,Centrum-Oost,Entire home/apt,260,7,11,2018-11-03,0.2,235
744520,3899684,Centrum-Oost,Entire home/apt,260,7,12,2018-10-23,0.22,221
744574,3899684,Centrum-Oost,Entire home/apt,260,7,7,2018-07-05,0.12,239
744659,3518386,Oud-Oost,Private room,109,2,94,2018-11-02,1.27,332
746067,3713242,Centrum-West,Entire home/apt,150,5,79,2018-10-22,1.12,0
746807,3482922,De Pijp - Rivierenbuurt,Entire home/apt,130,4,22,2017-03-27,0.3,0
747847,3548522,De Baarsjes - Oud-West,Private room,60,2,40,2018-06-23,0.67,339
750743,3946850,Westerpark,Entire home/apt,150,3,9,2017-06-19,0.14,0
751774,3896953,Westerpark,Entire home/apt,199,3,32,2018-11-12,0.46,24
753720,3955041,De Baarsjes - Oud-West,Entire home/apt,240,2,26,2018-08-20,0.36,0
754020,3966326,De Pijp - Rivierenbuurt,Entire home/apt,219,2,56,2018-11-18,0.77,215
754563,329249,De Baarsjes - Oud-West,Entire home/apt,190,3,1,2014-05-19,0.02,0
754613,3970753,Centrum-Oost,Entire home/apt,250,3,188,2018-11-19,2.65,52
754769,3971766,De Baarsjes - Oud-West,Entire home/apt,220,1,109,2018-07-02,1.55,175
755431,3975477,De Baarsjes - Oud-West,Private room,140,2,130,2018-07-18,2.04,203
755982,17507481,Centrum-West,Entire home/apt,89,3,18,2016-10-29,0.29,0
756121,329249,De Baarsjes - Oud-West,Entire home/apt,140,3,2,2018-09-27,0.03,45
757085,3986784,Centrum-West,Entire home/apt,130,2,36,2017-01-04,0.5,120
758475,1387938,De Baarsjes - Oud-West,Entire home/apt,85,20,37,2018-09-27,0.51,24
758600,3997123,De Baarsjes - Oud-West,Entire home/apt,235,2,92,2018-10-23,1.43,2
758706,3997915,Oud-Oost,Entire home/apt,105,3,43,2018-11-11,0.6,132
759060,4000086,Centrum-West,Entire home/apt,319,3,89,2018-11-23,1.23,134
759299,3548522,De Baarsjes - Oud-West,Entire home/apt,225,4,6,2018-07-31,0.11,0
759402,4002861,De Baarsjes - Oud-West,Entire home/apt,126,2,31,2018-10-27,0.52,0
760035,578294,De Pijp - Rivierenbuurt,Entire home/apt,95,3,21,2014-07-26,0.29,0
760599,4009374,Centrum-Oost,Shared room,228,4,46,2018-11-27,0.72,23
761411,4013546,Noord-Oost,Private room,56,2,212,2018-11-25,2.86,343
768274,3678216,Centrum-West,Entire home/apt,225,3,57,2018-09-17,0.89,365
768737,3877342,Westerpark,Private room,109,2,227,2018-12-02,3.37,238
770281,4063638,Zuid,Entire home/apt,135,2,23,2016-04-25,0.32,0
771217,4068486,Zuid,Entire home/apt,340,3,9,2018-10-28,0.25,7
771343,2313061,Centrum-West,Private room,119,1,264,2018-11-21,5.52,61
771758,195859,Slotervaart,Private room,40,2,134,2018-11-19,1.96,330
772511,4075972,Centrum-West,Entire home/apt,120,2,18,2018-01-29,0.25,5
775655,4091515,Centrum-Oost,Private room,98,3,350,2018-12-03,4.75,300
776288,3601944,Zuid,Entire home/apt,94,4,166,2018-11-25,2.37,247
778820,4106698,De Baarsjes - Oud-West,Entire home/apt,140,3,2,2018-04-06,0.24,0
779175,3357851,Westerpark,Private room,80,3,56,2018-11-11,0.78,147
779225,4108797,Oostelijk Havengebied - Indische Buurt,Entire home/apt,350,2,143,2018-11-18,1.94,3
779297,4109239,De Pijp - Rivierenbuurt,Entire home/apt,170,3,12,2018-08-26,0.19,0
780471,3964788,Centrum-Oost,Entire home/apt,135,2,153,2018-11-24,2.55,0
780614,2403906,Oostelijk Havengebied - Indische Buurt,Entire home/apt,140,4,12,2018-09-02,0.34,0
780674,4117326,Centrum-Oost,Entire home/apt,150,2,26,2018-09-11,0.42,127
780873,4117053,Oud-Oost,Entire home/apt,165,2,27,2016-10-16,0.37,0
781253,4120466,Centrum-West,Entire home/apt,149,3,47,2017-10-03,0.65,0
782254,4125951,Centrum-West,Entire home/apt,250,2,38,2018-11-26,0.53,1
784277,3161745,De Baarsjes - Oud-West,Entire home/apt,171,1,1,2016-09-09,0.04,0
784543,1030587,De Pijp - Rivierenbuurt,Entire home/apt,140,2,13,2018-10-21,0.19,356
784644,4074819,De Baarsjes - Oud-West,Entire home/apt,111,3,50,2018-01-02,0.75,15
785432,2586026,Centrum-Oost,Entire home/apt,200,2,602,2018-11-26,8.28,120
787331,4150161,Zuid,Entire home/apt,110,1,4,2016-01-02,0.08,5
789630,711884,Bos en Lommer,Entire home/apt,125,3,59,2018-10-22,0.87,6
789743,965667,De Baarsjes - Oud-West,Entire home/apt,260,7,160,2018-10-09,2.19,299
791690,3917644,Centrum-West,Entire home/apt,249,2,61,2018-09-30,0.84,54
791724,4120042,Centrum-Oost,Entire home/apt,185,5,38,2018-11-04,0.53,0
793499,4180511,De Baarsjes - Oud-West,Entire home/apt,110,3,24,2018-08-29,0.35,299
793845,3826985,De Baarsjes - Oud-West,Entire home/apt,80,1,45,2018-11-19,0.61,101
794322,4184910,Centrum-Oost,Private room,150,2,254,2018-11-19,3.6,171
794927,4188143,Oostelijk Havengebied - Indische Buurt,Private room,75,3,274,2018-11-12,3.77,189
796683,3732811,De Baarsjes - Oud-West,Entire home/apt,255,3,12,2018-09-02,0.28,62
796836,1485821,Centrum-West,Entire home/apt,200,2,77,2018-12-01,1.11,350
797316,4199178,Zuid,Entire home/apt,130,2,15,2014-08-26,0.22,57
798189,4203731,Westerpark,Entire home/apt,99,2,22,2018-05-03,0.3,0
798941,4207199,De Pijp - Rivierenbuurt,Entire home/apt,110,1,1,2013-01-08,0.01,0
800095,4212321,De Baarsjes - Oud-West,Entire home/apt,180,3,38,2018-07-14,0.64,271
800723,4215174,De Baarsjes - Oud-West,Entire home/apt,124,4,15,2018-10-24,0.21,6
801513,4173674,De Baarsjes - Oud-West,Entire home/apt,150,2,46,2018-09-09,0.64,343
801544,1657181,De Pijp - Rivierenbuurt,Entire home/apt,150,2,70,2018-10-25,1.03,5
802052,4221960,Centrum-Oost,Private room,120,1,465,2018-12-03,6.34,234
805368,4239610,Centrum-West,Private room,110,4,346,2018-11-25,4.73,234
807269,3742898,De Baarsjes - Oud-West,Entire home/apt,96,2,39,2018-10-25,0.54,0
807531,4249281,De Baarsjes - Oud-West,Entire home/apt,160,2,4,2017-08-28,0.18,0
810730,3449505,Centrum-Oost,Entire home/apt,349,2,42,2018-07-25,0.58,249
815050,3718408,Centrum-West,Entire home/apt,200,2,19,2018-06-26,0.29,0
815781,4285996,Centrum-West,Private room,95,2,8,2017-12-21,0.12,70
815872,4225603,De Pijp - Rivierenbuurt,Entire home/apt,300,5,29,2018-07-28,0.42,10
816940,4290554,Zuid,Entire home/apt,100,3,51,2018-11-18,0.75,1
817058,4291496,De Baarsjes - Oud-West,Entire home/apt,190,2,32,2018-10-23,0.46,77
817417,4194155,De Pijp - Rivierenbuurt,Entire home/apt,165,3,76,2018-11-07,1.1,5
817716,4294992,Westerpark,Entire home/apt,129,2,38,2018-10-12,0.55,0
818079,4296919,Oostelijk Havengebied - Indische Buurt,Private room,125,1,389,2018-11-21,5.39,270
818085,3788898,Centrum-West,Private room,125,2,137,2018-12-01,2.41,265
818230,1308040,Centrum-West,Entire home/apt,165,3,19,2018-11-19,1.39,9
819509,4294559,Zuid,Entire home/apt,127,2,43,2018-10-24,0.62,2
820692,673543,Centrum-West,Entire home/apt,85,5,22,2017-11-23,0.62,0
821958,336950,Centrum-West,Shared room,29,1,53,2018-07-16,0.73,0
822550,4319538,Centrum-West,Entire home/apt,195,2,23,2018-10-21,0.34,363
822614,77484,De Pijp - Rivierenbuurt,Entire home/apt,140,7,98,2018-11-26,1.45,125
823371,4322943,De Pijp - Rivierenbuurt,Entire home/apt,300,1,74,2016-09-25,1.03,183
823448,4323295,De Baarsjes - Oud-West,Entire home/apt,110,3,5,2015-05-06,0.07,0
828252,3845311,De Baarsjes - Oud-West,Entire home/apt,159,2,12,2018-08-12,0.17,0
829306,4346522,De Baarsjes - Oud-West,Entire home/apt,175,5,22,2018-08-31,0.39,95
829385,4211248,De Baarsjes - Oud-West,Entire home/apt,120,5,38,2015-10-06,0.53,12
833641,4312792,De Pijp - Rivierenbuurt,Entire home/apt,89,2,34,2018-09-22,0.47,0
833975,4363352,De Pijp - Rivierenbuurt,Entire home/apt,150,2,0,,,0
834156,4364112,De Pijp - Rivierenbuurt,Entire home/apt,245,2,29,2018-08-19,0.4,0
834233,4364462,Centrum-Oost,Private room,120,3,253,2018-11-19,3.51,189
835550,4119336,De Pijp - Rivierenbuurt,Entire home/apt,115,2,46,2016-12-30,0.7,0
835627,3054367,Centrum-Oost,Entire home/apt,175,4,10,2016-05-02,0.14,4
836161,4371112,Zuid,Entire home/apt,90,3,21,2018-10-17,0.52,18
837972,3098651,Zuid,Private room,55,2,129,2018-11-25,2.49,74
839139,3253900,Centrum-West,Entire home/apt,94,3,2,2018-09-30,0.03,0
839727,4386675,Noord-Oost,Entire home/apt,420,2,4,2015-07-26,0.06,0
840346,551716,De Pijp - Rivierenbuurt,Entire home/apt,85,13,21,2016-08-29,0.3,0
840628,3557914,De Baarsjes - Oud-West,Entire home/apt,79,4,3,2016-01-03,0.04,0
842774,437989,Centrum-Oost,Entire home/apt,220,3,4,2013-05-09,0.06,1
843138,4402188,Centrum-West,Entire home/apt,225,4,69,2018-09-18,0.96,134
